target_id,model_name
Q14957,"Glutamate receptor ionotropic, NMDA 2C"
Q14973,Sodium/bile acid cotransporter
Q14994,Nuclear receptor subfamily 1 group I member 3
Q15022,Polycomb protein SUZ12
Q15046,Lysine--tRNA ligase
Q15056,Eukaryotic translation initiation factor 4H
Q15059,Bromodomain-containing protein 3
Q15067,Peroxisomal acyl-coenzyme A oxidase 1
Q15077,P2Y purinoceptor 6
Q15078,Cyclin-dependent kinase 5 activator 1
Q15084,Protein disulfide-isomerase A6
Q15116,Programmed cell death protein 1
Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"
Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"
Q15120,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial"
Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"
Q15131,Cyclin-dependent kinase 10
Q15139,Serine/threonine-protein kinase D1
Q15149,Plectin
Q15208,Serine/threonine-protein kinase 38
Q15303,Receptor tyrosine-protein kinase erbB-4
Q15349,Ribosomal protein S6 kinase alpha-2
Q15375,Ephrin type-A receptor 7
Q15392,Delta(24)-sterol reductase
Q15418,Ribosomal protein S6 kinase alpha-1
Q15427,Splicing factor 3B subunit 4
Q15561,Transcriptional enhancer factor TEF-3
Q15562,Transcriptional enhancer factor TEF-4
Q15569,Dual specificity testis-specific protein kinase 1
Q15596,Nuclear receptor coactivator 2
Q15633,RISC-loading complex subunit TARBP2
Q15717,ELAV-like protein 1
Q15746,"Myosin light chain kinase, smooth muscle"
Q15759,Mitogen-activated protein kinase 11
Q15761,Neuropeptide Y receptor type 5
Q15788,Nuclear receptor coactivator 1
Q15822,Neuronal acetylcholine receptor subunit alpha-2
Q15825,Neuronal acetylcholine receptor subunit alpha-6
Q15831,Serine/threonine-protein kinase STK11
Q15835,Rhodopsin kinase GRK1
Q15842,ATP-sensitive inward rectifier potassium channel 8
Q15858,Sodium channel protein type 9 subunit alpha
Q15910,Histone-lysine N-methyltransferase EZH2
Q16099,"Glutamate receptor ionotropic, kainate 4"
Q16236,Nuclear factor erythroid 2-related factor 2
Q16288,NT-3 growth factor receptor
Q16322,Potassium voltage-gated channel subfamily A member 10
Q16348,Solute carrier family 15 member 2
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
Q16478,"Glutamate receptor ionotropic, kainate 5"
Q16512,Serine/threonine-protein kinase N1
Q16513,Serine/threonine-protein kinase N2
Q16515,Acid-sensing ion channel 2
Q16531,DNA damage-binding protein 1
Q16539,Mitogen-activated protein kinase 14
Q16548,Bcl-2-related protein A1
Q16549,Proprotein convertase subtilisin/kexin type 7
Q16566,Calcium/calmodulin-dependent protein kinase type IV
Q16572,Vesicular acetylcholine transporter
Q16584,Mitogen-activated protein kinase kinase kinase 11
Q16611,Bcl-2 homologous antagonist/killer
Q16613,Serotonin N-acetyltransferase
Q16620,BDNF/NT-3 growth factors receptor
Q16644,MAP kinase-activated protein kinase 3
Q16654,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial"
Q16659,Mitogen-activated protein kinase 6
Q16665,Hypoxia-inducible factor 1-alpha
Q16678,Cytochrome P450 1B1
Q16696,Cytochrome P450 2A13
Q16739,Ceramide glucosyltransferase
Q16762,Thiosulfate sulfurtransferase
Q16790,Carbonic anhydrase 9
Q16816,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
Q16832,Discoidin domain-containing receptor 2
Q16850,Lanosterol 14-alpha demethylase
Q16853,Membrane primary amine oxidase
Q16875,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3"
Q16881,"Thioredoxin reductase 1, cytoplasmic"
Q17339,Female germline-specific tumor suppressor gld-1
Q17SB2,Plasmepsin 4
Q194T2,Non-structural protein 1
Q1G0X6,Dihydrofolate reductase type V
Q20MD5,Matrix protein 2
Q25615,Chitinase
Q25704,"7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase-dihydropteroate synthase"
Q26513,Glutathione S-transferase
Q27552,Bifunctional dihydrofolate reductase-thymidylate synthase
Q27713,Bifunctional dihydrofolate reductase-thymidylate synthase
Q27743,L-lactate dehydrogenase
Q27757,Luciferin 4-monooxygenase
Q27783,Bifunctional dihydrofolate reductase-thymidylate synthase
Q27793,Bifunctional dihydrofolate reductase-thymidylate synthase
Q29006,5-hydroxytryptamine receptor 4
Q29550,Liver carboxylesterase
Q2FYK6,Dihydrofolate reductase
Q2M2H8,Probable maltase-glucoamylase 2
Q2M2I8,AP2-associated protein kinase 1
Q2NNR5,Cysteinyl leukotriene receptor 1
Q2PCB5,Carbonic anhydrase
Q2Q167,Core protein
Q2TB90,Hexokinase HKDC1
Q2V0Q7,Chemokine (C-C motif) receptor 1
Q31945,Chloroplast thylakoid membrane protein (psbA)
Q32MK0,Myosin light chain kinase 3
Q38HS2,Transforming growth factor beta-1 proprotein
Q3I4V7,Carbonic anhydrase
Q3MIX3,Uncharacterized aarF domain-containing protein kinase 5
Q3S5C3,Efflux transporter
Q3ZCM7,Tubulin beta-8 chain
Q43054,Trans-cinnamate 4-monooxygenase
Q43570,Zn finger protein
Q460N3,Protein mono-ADP-ribosyltransferase PARP15
Q49PX0,N1L
Q4G017,Nischarin
Q4JEY0,Squalene epoxidase
Q4U254,Protease
Q4U2R8,Solute carrier family 22 member 6
Q52WX2,Serine/threonine-protein kinase SBK1
Q53I60,Phosphodiesterase
Q548M1,60 kDa chaperonin
Q548M5,Dihydrofolate reductase
Q54A96,Dihydroorotate dehydrogenase
Q56UN5,Mitogen-activated protein kinase kinase kinase 19
Q589Y6,Dopamine receptor D4
Q58F21,Bromodomain testis-specific protein
Q58FF8,Putative heat shock protein HSP 90-beta 2
Q59H18,Serine/threonine-protein kinase TNNI3K
Q5BJF2,Sigma intracellular receptor 2
Q5HYI8,Rab-like protein 3
Q5JUK3,Potassium channel subfamily T member 1
Q5NI66,Acid phosphatase (Precursor)
Q5NUL3,Free fatty acid receptor 4
Q5S007,Leucine-rich repeat serine/threonine-protein kinase 2
Q5SC61,Mitogen-activated protein kinase
Q5STB3,Tumor necrosis factor
Q5TCH4,Cytochrome P450 4A22
Q5TCY1,Tau-tubulin kinase 1
Q5U3Y7,Sigma intracellular receptor 2
Q5U9J1,Delta carbonic anhydrase
Q5VT25,Serine/threonine-protein kinase MRCK alpha
Q5XG87,Terminal nucleotidyltransferase 4A
Q60484,5-hydroxytryptamine receptor 1D
Q60490,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"
Q60492,Sigma non-opioid intracellular receptor 1
Q60493,Zinc finger protein 664
Q60680,Inhibitor of nuclear factor kappa-B kinase subunit alpha
Q61618,Adenosine receptor A3
Q63380,Transporter
Q63424,Solute carrier family 15 member 2
Q63704,"Carnitine O-palmitoyltransferase 1, muscle isoform"
Q63921,Prostaglandin G/H synthase 1
Q63931,Cholecystokinin receptor type A
Q6DT37,Serine/threonine-protein kinase MRCK gamma
Q6EX43,5-hydroxytryptamine receptor 5A
Q6FPH0,Dihydrofolate reductase
Q6IQ20,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
Q6IQ55,Tau-tubulin kinase 2
Q6J4K2,Mitochondrial sodium/calcium exchanger protein
Q6JQN1,Acyl-CoA dehydrogenase family member 10
Q6KAV4,Carboxylic ester hydrolase
Q6P2M8,Calcium/calmodulin-dependent protein kinase type 1B
Q6P3R8,Serine/threonine-protein kinase Nek5
Q6P5Z2,Serine/threonine-protein kinase N3
Q6PEY2,Tubulin alpha-3E chain
Q6PHR2,Serine/threonine-protein kinase ULK3
Q6PIU2,Neutral cholesterol ester hydrolase 1
Q6QLK5,Envelope glycoprotein gp160
Q6SZW1,NAD(+) hydrolase SARM1
Q6T755,Phosphoethanolamine N-methyltransferase
Q6TLI9,D(2) dopamine receptor
Q6UVM3,Potassium channel subfamily T member 2
Q6UWR7,Glycerophosphocholine cholinephosphodiesterase ENPP6
Q6V1X1,Dipeptidyl peptidase 8
Q6VVP7,Malate dehydrogenase
Q6VVX0,Vitamin D 25-hydroxylase
Q6XQN6,Nicotinate phosphoribosyltransferase
Q6XUX3,Dual serine/threonine and tyrosine protein kinase
Q6ZMT4,Lysine-specific demethylase 7A
Q6ZN16,Mitogen-activated protein kinase kinase kinase 15
Q6ZQN7,Solute carrier organic anion transporter family member 4C1
Q6ZSR9,Uncharacterized protein FLJ45252
Q709F0,Acyl-CoA dehydrogenase family member 11
Q70Z44,5-hydroxytryptamine receptor 3D
Q71U36,Tubulin alpha-1A chain
Q72547,Reverse transcriptase/RNaseH
Q72874,Pol polyprotein
Q76270,GP41
Q76CL7,Cytochrome P450 4A
Q76MJ5,Serine/threonine-protein kinase/endoribonuclease IRE2
Q78EG5,NaCl-dependent norepinephrine transporter
Q79MP6,Beta-lactamase
Q7BGE6,10 kDa chaperonin
Q7KZI7,Serine/threonine-protein kinase MARK2
Q7L7X3,Serine/threonine-protein kinase TAO1
Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B
Q7RTN6,STE20-related kinase adapter protein alpha
Q7RTR8,Taste receptor type 2 member 42
Q7RTT9,Equilibrative nucleoside transporter 4
Q7RTX7,Cation channel sperm-associated protein 4
Q7T1G6,Ion channel NompC
Q7T3S7,Acidic phospholipase A2 EC-I
Q7YWJ9,Carboxylic ester hydrolase
Q7Z2W7,Transient receptor potential cation channel subfamily M member 8
Q7Z406,Myosin-14
Q7Z418,Potassium channel subfamily K member 18
Q7Z449,Cytochrome P450 2U1
Q7ZJM1,Integrase
Q81E04,Dihydrofolate reductase
Q862F3,Similar to alpha-tubulin isoform 1
Q862L2,Similar to alpha-tubulin isoform 1
Q86SK9,Stearoyl-CoA desaturase 5
Q86TP1,Exopolyphosphatase PRUNE1
Q86TW2,AarF domain-containing protein kinase 1
Q86UE8,Serine/threonine-protein kinase tousled-like 2
Q86UX6,Serine/threonine-protein kinase 32C
Q86V67,Phosphodiesterase isozyme 4
Q86V86,Serine/threonine-protein kinase pim-3
Q86VL8,Multidrug and toxin extrusion protein 2
Q86X55,Histone-arginine methyltransferase CARM1
Q86XP3,ATP-dependent RNA helicase DDX42
Q86XQ3,Cation channel sperm-associated protein 3
Q86Y07,Serine/threonine-protein kinase VRK2
Q86YV6,Myosin light chain kinase family member 4
Q86Z02,Homeodomain-interacting protein kinase 1
Q873X9,Endochitinase B1
Q873Y0,Endochitinase A1
Q8CFM9,Adenylyl cyclase 7
Q8CJF2,Unspecific monooxygenase
Q8CM62,Sortase A
Q8IAU3,Hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase
Q8IL32,"Heat shock protein 90, putative"
Q8IU85,Calcium/calmodulin-dependent protein kinase type 1D
Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3
Q8IVW4,Cyclin-dependent kinase-like 3
Q8IW41,MAP kinase-activated protein kinase 5
Q8IWQ3,Serine/threonine-protein kinase BRSK2
Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2
Q8IY84,Serine/threonine-protein kinase NIM1
Q8IYD1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B
Q8IYT8,Serine/threonine-protein kinase ULK2
Q8IZF0,Sodium leak channel non-selective protein
Q8IZF2,Adhesion G protein-coupled receptor F5
Q8IZP0,Abl interactor 1
Q8K4Z4,Beta-2 adrenergic receptor
Q8KRU5,Phospholipase D
Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1
Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
Q8N1Q1,Carbonic anhydrase 13
Q8N2K0,Lysophosphatidylserine lipase ABHD12
Q8N4C8,Misshapen-like kinase 1
Q8N568,Serine/threonine-protein kinase DCLK2
Q8N5S9,Calcium/calmodulin-dependent protein kinase kinase 1
Q8N752,Casein kinase I isoform alpha-like
Q8NA19,Lethal(3)malignant brain tumor-like protein 4
Q8NB16,Mixed lineage kinase domain-like protein
Q8NBP7,Proprotein convertase subtilisin/kexin type 9
Q8NCG7,Sn1-specific diacylglycerol lipase beta
Q8NCM2,Potassium voltage-gated channel subfamily H member 5
Q8NE63,Homeodomain-interacting protein kinase 4
Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3
Q8NEC5,Cation channel sperm-associated protein 1
Q8NER1,Transient receptor potential cation channel subfamily V member 1
Q8NET8,Transient receptor potential cation channel subfamily V member 3
Q8NEV1,Casein kinase II subunit alpha 3
Q8NEV4,Myosin-IIIa
Q8NFD2,Ankyrin repeat and protein kinase domain-containing protein 1
Q8NFI3,Cytosolic endo-beta-N-acetylglucosaminidase
Q8NFU5,Inositol polyphosphate multikinase
Q8NG66,Serine/threonine-protein kinase Nek11
Q8NHU3,Phosphatidylcholine:ceramide cholinephosphotransferase 2
Q8NHX9,Two pore calcium channel protein 2
Q8NI60,"Atypical kinase COQ8A, mitochondrial"
Q8SPZ1,Gonadotropin-releasing hormone receptor
Q8TAA3,Proteasome subunit alpha-type 8
Q8TAF3,WD repeat-containing protein 48
Q8TAV3,Cytochrome P450 2W1
Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
Q8TCC7,Solute carrier family 22 member 8
Q8TCG2,Phosphatidylinositol 4-kinase type 2-beta
Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase
Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
Q8TD08,Mitogen-activated protein kinase 15
Q8TD19,Serine/threonine-protein kinase Nek9
Q8TD43,Transient receptor potential cation channel subfamily M member 4
Q8TDC3,Serine/threonine-protein kinase BRSK1
Q8TDD5,Mucolipin-3
Q8TDR2,Serine/threonine-protein kinase 35
Q8TDS4,Hydroxycarboxylic acid receptor 2
Q8TDS5,Oxoeicosanoid receptor 1
Q8TDU6,G-protein coupled bile acid receptor 1
Q8TDV5,Glucose-dependent insulinotropic receptor
Q8TDX5,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
Q8TDX7,Serine/threonine-protein kinase Nek7
Q8TE23,Taste receptor type 1 member 2
Q8TEK3,"Histone-lysine N-methyltransferase, H3 lysine-79 specific"
Q8TES7,Fas-binding factor 1
Q8TF76,Serine/threonine-protein kinase haspin
Q8VD00,Sigma intracellular receptor 2
Q8VH26,Muscarinic acetylcholine receptor
Q8VH27,Muscarinic acetylcholine receptor
Q8VNN2,Beta-galactosidase
Q8WQX9,Phosphodiesterase
Q8WSF8,Soluble acetylcholine receptor
Q8WTQ7,Rhodopsin kinase GRK7
Q8WTS1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5
Q8WTS6,Histone-lysine N-methyltransferase SETD7
Q8WU08,Serine/threonine-protein kinase 32A
Q8WUI4,Histone deacetylase 7
Q8WUW1,Protein BRICK1
Q8WW43,Gamma-secretase subunit APH-1B
Q8WWL7,G2/mitotic-specific cyclin-B3
Q8WXA8,5-hydroxytryptamine receptor 3C
Q8WXR4,Myosin-IIIb
Q91498,Vesicular acetylcholine transporter
Q91WR5,Aldo-keto reductase family 1 member C21
Q91ZM7,GABA theta subunit
Q91ZY3,Histamine H4 receptor
Q92499,ATP-dependent RNA helicase DDX1
Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform"
Q92542,Nicastrin
Q92560,Ubiquitin carboxyl-terminal hydrolase BAP1
Q92630,Dual specificity tyrosine-phosphorylation-regulated kinase 2
Q92633,Lysophosphatidic acid receptor 1
Q92698,DNA repair and recombination protein RAD54-like
Q92731,Estrogen receptor beta
Q92736,Ryanodine receptor 2
Q92753,Nuclear receptor ROR-beta
Q92769,Histone deacetylase 2
Q92772,Cyclin-dependent kinase-like 2
Q92793,CREB-binding protein
Q92831,Histone acetyltransferase KAT2B
Q92843,Bcl-2-like protein 2
Q92847,Growth hormone secretagogue receptor type 1
Q92887,Canalicular multispecific organic anion transporter 1
Q92888,Rho guanine nucleotide exchange factor 1
Q92905,COP9 signalosome complex subunit 5
Q92918,Mitogen-activated protein kinase kinase kinase kinase 1
Q92934,Bcl2-associated agonist of cell death
Q92952,Small conductance calcium-activated potassium channel protein 1
Q92959,Solute carrier organic anion transporter family member 2A1
Q93009,Ubiquitin carboxyl-terminal hydrolase 7
Q93084,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3
Q95214,Acyl-CoA:cholesterol acyltransferase
Q95223,Beta-arrestin-1
Q95PM0,Cysteine protease
Q95US7,High voltage-activated calcium channel beta subunit CavB1
Q95WR6,Cysteine protease
Q962H3,High voltage-activated calcium channel beta subunit CavB2
Q965D5,Enoyl-acyl-carrier protein reductase
Q965D6,3-oxoacyl-acyl-carrier protein reductase
Q965D7,Beta-hydroxyacyl-ACP dehydratase
Q969S8,Polyamine deacetylase HDAC10
Q96BI3,Gamma-secretase subunit APH-1A
Q96BR1,Serine/threonine-protein kinase Sgk3
Q96D31,Calcium release-activated calcium channel protein 1
Q96D53,"Atypical kinase COQ8B, mitochondrial"
Q96DB2,Histone deacetylase 11
Q96EB6,NAD-dependent protein deacetylase sirtuin-1
Q96FL8,Multidrug and toxin extrusion protein 1
Q96GD4,Aurora kinase B
Q96IY4,Carboxypeptidase B2
Q96JM7,Lethal(3)malignant brain tumor-like protein 3
Q96K76,Ubiquitin carboxyl-terminal hydrolase 47
Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase
Q96KN2,Beta-Ala-His dipeptidase
Q96KQ7,Histone-lysine N-methyltransferase EHMT2
Q96KS0,Egl nine homolog 2
Q96L34,MAP/microtubule affinity-regulating kinase 4
Q96LA8,Protein arginine N-methyltransferase 6
Q96LB2,Mas-related G-protein coupled receptor member X1
Q96LD8,Sentrin-specific protease 8
Q96NT5,Proton-coupled folate transporter
Q96NX5,Calcium/calmodulin-dependent protein kinase type 1G
Q96P20,"NACHT, LRR and PYD domains-containing protein 3"
Q96P56,Cation channel sperm-associated protein 2
Q96PE1,Adhesion G protein-coupled receptor A2
Q96PF2,Testis-specific serine/threonine-protein kinase 2
Q96PH1,NADPH oxidase 5
Q96PY6,Serine/threonine-protein kinase Nek1
Q96Q04,Serine/threonine-protein kinase LMTK3
Q96Q15,Serine/threonine-protein kinase SMG1
Q96Q40,Cyclin-dependent kinase 15
Q96QA9,Multidrug resistance associated protein
Q96QE3,ATPase family AAA domain-containing protein 5
Q96QT4,Transient receptor potential cation channel subfamily M member 7
Q96RD7,Pannexin-1
Q96RG2,PAS domain-containing serine/threonine-protein kinase
Q96RI1,Bile acid receptor
Q96RJ0,Trace amine-associated receptor 1
Q96RP8,Potassium voltage-gated channel subfamily A member 7
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2
Q96S37,Solute carrier family 22 member 12
Q96S44,EKC/KEOPS complex subunit TP53RK
Q96S53,Dual specificity testis-specific protein kinase 2
Q96SB4,SRSF protein kinase 1
Q96SN8,CDK5 regulatory subunit-associated protein 2
Q96SQ9,Cytochrome P450 2S1
Q96SW2,Protein cereblon
Q96T53,Ghrelin O-acyltransferase
Q96T88,E3 ubiquitin-protein ligase UHRF1
Q96W81,14-alpha sterol demethylase
Q99250,Sodium channel protein type 2 subunit alpha
Q99436,Proteasome subunit beta type-7
Q99489,D-aspartate oxidase
Q99500,Sphingosine 1-phosphate receptor 3
Q99504,Eyes absent homolog 3
Q99527,G-protein coupled estrogen receptor 1
Q99558,Mitogen-activated protein kinase kinase kinase 14
Q99571,P2X purinoceptor 4
Q99572,P2X purinoceptor 7
Q99594,Transcriptional enhancer factor TEF-5
Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase
Q99683,Mitogen-activated protein kinase kinase kinase 5
Q99685,Monoglyceride lipase
Q99705,Melanin-concentrating hormone receptor 1
Q99720,Sigma non-opioid intracellular receptor 1
Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha
Q99759,Mitogen-activated protein kinase kinase kinase 3
Q99808,Equilibrative nucleoside transporter 1
Q99814,Endothelial PAS domain-containing protein 1
Q99835,Smoothened homolog
Q99895,Chymotrypsin-C
Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
Q99972,Myocilin
Q99986,Serine/threonine-protein kinase VRK1
Q9BEG3,5-lipoxygenase
Q9BHT9,Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase
Q9BJF5,Calmodulin-domain protein kinase 1
Q9BPW0,Serine/threonine-protein phosphatase
Q9BPW9,Dehydrogenase/reductase SDR family member 9
Q9BQ89,Protein FAM110A
Q9BQB4,Sclerostin
Q9BQB6,Vitamin K epoxide reductase complex subunit 1
Q9BQE3,Tubulin alpha-1C chain
Q9BQF6,Sentrin-specific protease 7
Q9BQI3,Eukaryotic translation initiation factor 2-alpha kinase 1
Q9BRS2,Serine/threonine-protein kinase RIO1
Q9BSW2,EF-hand calcium-binding domain-containing protein 4B
Q9BTU6,Phosphatidylinositol 4-kinase type 2-alpha
Q9BU89,Deoxyhypusine hydroxylase
Q9BUB5,MAP kinase-interacting serine/threonine-protein kinase 1
Q9BUF5,Tubulin beta-6 chain
Q9BVA1,Tubulin beta-2B chain
Q9BVS4,Serine/threonine-protein kinase RIO2
Q9BWU1,Cyclin-dependent kinase 19
Q9BX84,Transient receptor potential cation channel subfamily M member 6
Q9BXA7,Testis-specific serine/threonine-protein kinase 1
Q9BY08,Emopamil-binding protein-like
Q9BY41,Histone deacetylase 8
Q9BYC5,"Alpha-(1,6)-fucosyltransferase"
Q9BYF1,Angiotensin-converting enzyme 2
Q9BYP7,Serine/threonine-protein kinase WNK3
Q9BYT3,Serine/threonine-protein kinase 33
Q9BZE4,Nucleolar GTP-binding protein 1
Q9BZL6,Serine/threonine-protein kinase D2
Q9BZP6,Acidic mammalian chitinase
Q9C000,"NACHT, LRR and PYD domains-containing protein 1"
Q9C098,Serine/threonine-protein kinase DCLK3
Q9ES14,Gamma-aminobutyric acid receptor subunit epsilon
Q9FD53,Diphosphomevalonate decarboxylase
Q9FYE1,Metacaspase-9
Q9GTN9,Phosphodiesterase
Q9GZR1,Sentrin-specific protease 6
Q9GZT9,Egl nine homolog 1
Q9GZU7,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1
Q9GZV3,High affinity choline transporter 1
Q9H093,NUAK family SNF1-like kinase 2
Q9H0A0,RNA cytidine acetyltransferase
Q9H0H5,Rac GTPase-activating protein 1
Q9H0K1,Serine/threonine-protein kinase SIK2
Q9H1C0,Lysophosphatidic acid receptor 5
Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle"
Q9H244,P2Y purinoceptor 12
Q9H255,Olfactory receptor 51E2
Q9H2G2,STE20-like serine/threonine-protein kinase
Q9H2K2,Poly [ADP-ribose] polymerase tankyrase-2
Q9H2K8,Serine/threonine-protein kinase TAO3
Q9H2S1,Small conductance calcium-activated potassium channel protein 2
Q9H2X6,Homeodomain-interacting protein kinase 2
Q9H3N8,Histamine H4 receptor
Q9H3R0,Lysine-specific demethylase 4C
Q9H3Y6,Tyrosine-protein kinase Srms
Q9H422,Homeodomain-interacting protein kinase 3
Q9H479,Fructosamine-3-kinase
Q9H4A3,Serine/threonine-protein kinase WNK1
Q9H4A4,Aminopeptidase B
Q9H4B4,Serine/threonine-protein kinase PLK3
Q9H4B7,Tubulin beta-1 chain
Q9H6X2,Anthrax toxin receptor 1
Q9H6Z9,Egl nine homolog 3
Q9H773,dCTP pyrophosphatase 1
Q9H7Z7,Prostaglandin E synthase 2
Q9H9B1,Histone-lysine N-methyltransferase EHMT1
Q9HAS3,Solute carrier family 28 member 3
Q9HAW7,UDP-glucuronosyltransferase 1-7
Q9HAW8,UDP-glucuronosyltransferase 1-10
Q9HAZ1,Dual specificity protein kinase CLK4
Q9HB55,Cytochrome P450 3A43
Q9HBA0,Transient receptor potential cation channel subfamily V member 4
Q9HBH9,MAP kinase-interacting serine/threonine-protein kinase 2
Q9HBY8,Serine/threonine-protein kinase Sgk2
Q9HC16,DNA dC->dU-editing enzyme APOBEC-3G
Q9HC29,Nucleotide-binding oligomerization domain-containing protein 2
Q9HC97,G-protein coupled receptor 35
Q9HC98,Serine/threonine-protein kinase Nek6
Q9HCF6,Transient receptor potential cation channel subfamily M member 3
Q9HCN6,Platelet glycoprotein VI
Q9HCP0,Casein kinase I isoform gamma-1
Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"
Q9HD36,Bcl-2-like protein 10
Q9HXM5,Inosine-5'-monophosphate dehydrogenase
Q9JI35,Histamine H3 receptor
Q9JIR0,Peripheral-type benzodiazepine receptor-associated protein 1
Q9JIS7,Voltage-dependent L-type calcium channel subunit alpha-1F
Q9N623,Chloroquine resistance transporter
Q9N6S8,Cysteine proteinase falcipain 2a
Q9NAW2,Cysteine proteinase falcipain 2a
Q9NP56,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B"
Q9NP59,Solute carrier family 40 member 1
Q9NPC2,Potassium channel subfamily K member 9
Q9NPD5,Solute carrier organic anion transporter family member 1B3
Q9NPH5,NADPH oxidase 4
Q9NQA5,Transient receptor potential cation channel subfamily V member 5
Q9NQS7,Inner centromere protein
Q9NQU5,Serine/threonine-protein kinase PAK 6
Q9NR20,Dual specificity tyrosine-phosphorylation-regulated kinase 4
Q9NR63,Cytochrome P450 26B1
Q9NR82,Potassium voltage-gated channel subfamily KQT member 5
Q9NR96,Toll-like receptor 9
Q9NR97,Toll-like receptor 8
Q9NRA0,Sphingosine kinase 2
Q9NRA1,Platelet-derived growth factor C
Q9NRH2,SNF-related serine/threonine-protein kinase
Q9NRM0,"Solute carrier family 2, facilitated glucose transporter member 9"
Q9NRM7,Serine/threonine-protein kinase LATS2
Q9NRP7,Serine/threonine-protein kinase 36
Q9NRS4,Transmembrane protease serine 4
Q9NRY4,Rho GTPase-activating protein 35
Q9NS75,Cysteinyl leukotriene receptor 2
Q9NS86,LanC-like protein 2
Q9NSA0,Solute carrier family 22 member 11
Q9NSD5,Sodium- and chloride-dependent GABA transporter 2
Q9NSD9,Phenylalanine--tRNA ligase beta subunit
Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial"
Q9NSY1,BMP-2-inducible protein kinase
Q9NTG7,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"
Q9NTK5,Obg-like ATPase 1
Q9NU22,Midasin
Q9NUW8,Tyrosyl-DNA phosphodiesterase 1
Q9NWM8,Peptidyl-prolyl cis-trans isomerase FKBP14
Q9NWT6,Hypoxia-inducible factor 1-alpha inhibitor
Q9NWZ3,Interleukin-1 receptor-associated kinase 4
Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
Q9NXG6,Transmembrane prolyl 4-hydroxylase
Q9NY33,Dipeptidyl peptidase 3
Q9NY46,Sodium channel protein type 3 subunit alpha
Q9NY57,Serine/threonine-protein kinase 32B
Q9NYA1,Sphingosine kinase 1
Q9NYK1,Toll-like receptor 7
Q9NYL2,Mitogen-activated protein kinase kinase kinase 20
Q9NYM4,Probable G-protein coupled receptor 83
Q9NYV4,Cyclin-dependent kinase 12
Q9NYV7,Taste receptor type 2 member 16
Q9NYV8,Taste receptor type 2 member 14
Q9NYV9,Taste receptor type 2 member 13
Q9NYW0,Taste receptor type 2 member 10
Q9NYW1,Taste receptor type 2 member 9
Q9NYW2,Taste receptor type 2 member 8
Q9NYW3,Taste receptor type 2 member 7
Q9NYW4,Taste receptor type 2 member 5
Q9NYW5,Taste receptor type 2 member 4
Q9NYW6,Taste receptor type 2 member 3
Q9NYW7,Taste receptor type 2 member 1
Q9NYY3,Serine/threonine-protein kinase PLK2
Q9NZ08,Endoplasmic reticulum aminopeptidase 1
Q9NZ42,Gamma-secretase subunit PEN-2
Q9NZ45,CDGSH iron-sulfur domain-containing protein 1
Q9NZJ5,Eukaryotic translation initiation factor 2-alpha kinase 3
Q9NZQ7,Programmed cell death 1 ligand 1
